ndc_code,drug_name,generic_name,strength,dosage_form,route,manufacturer,drug_class,therapeutic_category,is_generic,is_brand,is_specialty,is_controlled,dea_schedule,awp_price,wac_price,mac_price,package_size,package_unit,fda_approval_date,is_active
43109-0142-58,Hepaforte,predsartan,20mg,TABLET,ORAL,GILEAD,OPIOID,PAIN_MANAGEMENT,false,true,false,false,,43.78,35.90,,90,EA,2014-01-19,false
53849-0143-19,Ketosr,omcycline,20mg,TABLET,ORAL,SANOFI,CALCIUM_CHANNEL_BLOCKER,CARDIOVASCULAR,false,true,true,false,,5795.46,4636.37,,100,EA,2015-08-07,true
95658-0144-75,Ompril,ompril,25mg/5ml,SOLUTION,ORAL,SANDOZ,ANTICONVULSANT,CNS,true,false,false,false,,49.58,42.14,34.71,480,ML,2011-02-02,true
89201-0145-63,Gabfloxacin,gabfloxacin,25mg,CAPSULE,OTIC,LUPIN,DECONGESTANT,RESPIRATORY,true,false,false,false,,46.15,39.23,32.30,60,EA,2015-12-05,true
15566-0146-99,Predzepam,predzepam,200mg,SUPPOSITORY,ORAL,LUPIN,ANXIOLYTIC,CNS,true,false,false,false,,6.65,5.65,4.66,24,ML,1990-09-28,true
74113-0147-76,Predtidine,predtidine,100mg/5ml,SOLUTION,ORAL,SANDOZ,DIURETIC,CARDIOVASCULAR,true,false,false,false,,17.97,15.27,12.58,100,ML,1994-09-22,true
79193-0148-35,Tamprazole,tamprazole,5mg,TABLET,ORAL,ZYDUS,PENICILLIN,ANTIBIOTICS,true,false,false,false,,8.06,6.85,5.64,30,EA,1995-02-12,true
65896-0149-97,Napdipine,napdipine,10mg,CAPSULE,ORAL,SANDOZ,MACROLIDE,ANTIBIOTICS,true,false,false,false,,3.03,2.58,2.12,90,EA,2024-04-14,true
48148-0150-38,Omprazole,omprazole,10mg,CAPSULE,ORAL,SUN_PHARMA,CALCIUM_CHANNEL_BLOCKER,CARDIOVASCULAR,true,false,false,false,,37.30,31.70,26.11,60,EA,2017-07-18,true
27310-0151-07,Omprazole,omprazole,500mg,TABLET,ORAL,LUPIN,SULFONYLUREA,DIABETES,true,false,false,false,,31.78,27.01,22.25,500,EA,1994-09-24,true
58295-0152-29,Meditri,cloprazole,50mg,TABLET,ORAL,ROCHE,BETA_BLOCKER,CARDIOVASCULAR,false,true,false,false,,68.98,56.56,,100,EA,2016-08-27,true
26964-0153-93,Ketfloxacin,ketfloxacin,25mg,TABLET,ORAL,TEVA,IMMUNOSUPPRESSANT,IMMUNOLOGY,true,false,false,false,,39.01,33.16,27.31,500,EA,1993-11-01,true
93018-0154-22,Levolol,levolol,100mg/5ml,SOLUTION,ORAL,LUPIN,STIMULANT,CNS,true,false,false,false,,26.53,22.55,18.57,120,ML,2005-03-11,true
90146-0155-91,Glucoplex,levolol,100mg,TABLET,ORAL,BOEHRINGER_INGELHEIM,GLP1_AGONIST,DIABETES,false,true,false,false,,414.28,339.71,,100,EA,2000-11-08,true
09946-0156-07,Dizolam,dizolam,50mg/ml,INJECTION,ORAL,SUN_PHARMA,STIMULANT,CNS,true,false,false,true,V,0.13,0.11,0.09,10,ML,2006-12-01,true
81219-0157-97,Warstatin,warstatin,500mg/5ml,SUSPENSION,ORAL,ACTAVIS,TOPICAL_ANALGESIC,PAIN_MANAGEMENT,true,false,false,false,,14.07,11.96,9.85,200,ML,2009-09-21,true
07618-0158-45,Cipzolam,cipzolam,0.1%,CREAM,INJECTION,AUROBINDO,THYROID,ENDOCRINE,true,false,false,false,,14.67,12.47,10.27,60,ML,1997-12-07,true
77950-0159-61,Hepaod,valzepam,150mg,CAPSULE,ORAL,GLAXOSMITHKLINE,OPIOID,PAIN_MANAGEMENT,false,true,false,false,,403.65,330.99,,30,EA,2004-07-11,true
32166-0160-87,Prozolam,prozolam,40mg,CAPSULE,ORAL,CIPLA,ANTIDEPRESSANT,CNS,true,false,false,false,,34.23,29.10,23.96,30,EA,2000-10-06,true
62381-0161-14,Benprazole,benprazole,10mg,TABLET,TOPICAL,SUN_PHARMA,PSORIASIS_TREATMENT,DERMATOLOGY,true,false,false,false,,49.92,42.43,34.94,30,EA,1985-06-23,true
39976-0162-40,Benvir,benvir,25mg,TABLET,INJECTION,ZYDUS,IMMUNOTHERAPY,ONCOLOGY,true,false,false,false,,38.51,32.73,26.96,30,EA,1997-02-17,true
96653-0163-85,Endoplus,doxstatin,0.1%,CREAM,ORAL,BOEHRINGER_INGELHEIM,CALCIUM_CHANNEL_BLOCKER,CARDIOVASCULAR,false,true,false,false,,52.40,42.97,,30,ML,2020-01-17,true
65452-0164-10,Cardixr,levcycline,100mg,CAPSULE,ORAL,BAYER,DIURETIC,CARDIOVASCULAR,false,true,false,false,,434.20,356.04,,500,EA,1996-11-17,true
04284-0165-63,Cefprazole,cefprazole,100mg/ml,INJECTION,INJECTION,CIPLA,BRONCHODILATOR,RESPIRATORY,true,false,false,false,,47.32,40.22,33.12,5,ML,2015-10-15,true
41346-0166-75,Ciptriptan,ciptriptan,100mg,TABLET,ORAL,LUPIN,ANTICOAGULANT,CARDIOVASCULAR,true,false,false,false,,24.95,21.21,17.46,500,EA,1991-10-22,false
38373-0167-98,Omprazole,omprazole,25mg/5ml,SOLUTION,INJECTION,SUN_PHARMA,TOPICAL_ANALGESIC,PAIN_MANAGEMENT,true,false,false,false,,26.57,22.58,18.60,240,ML,2016-03-15,true
75073-0168-41,Predpril,predpril,200mg,CAPSULE,ORAL,SANDOZ,TOPICAL_STEROID,DERMATOLOGY,true,false,false,false,,42.71,36.30,29.90,90,EA,1989-08-28,true
86068-0169-23,Dipril,dipril,250mg,TABLET,ORAL,AUROBINDO,HORMONE_THERAPY,ONCOLOGY,true,false,false,false,,23.35,19.85,16.34,60,EA,1989-12-07,true
61763-0170-41,Oncocare,doxsartan,40mg,TABLET,INJECTION,ELI_LILLY,CORTICOSTEROID,RESPIRATORY,false,true,false,false,,374.82,307.35,,500,EA,2023-11-13,true
85784-0171-49,Enprazole,enprazole,5mg,TABLET,ORAL,ZYDUS,CORTICOSTEROID,IMMUNOLOGY,true,false,false,false,,43.07,36.61,30.15,90,EA,2017-01-28,true
31860-0172-60,Ketprazole,ketprazole,100mg/ml,INJECTION,ORAL,LUPIN,DECONGESTANT,RESPIRATORY,true,false,false,false,,39.47,33.55,27.63,10,ML,2005-08-28,true
15771-0173-92,Theraquad,benfloxacin,25mg,CAPSULE,ORAL,AMGEN,DPP4_INHIBITOR,DIABETES,false,true,false,false,,311.00,255.02,,100,EA,1991-08-18,true
04124-0174-04,Varvir,varvir,50mg/5ml,SOLUTION,ORAL,AUROBINDO,HORMONE_THERAPY,ONCOLOGY,true,false,false,false,,23.24,19.75,16.27,120,ML,2004-10-04,true
64223-0175-46,Predcycline,predcycline,20mg,TABLET,TOPICAL,CIPLA,ANTIEMETIC,GASTROINTESTINAL,true,false,false,false,,36.78,31.26,25.75,500,EA,1996-08-05,true
07490-0176-88,Warzolam,warzolam,1%,CREAM,ORAL,ACTAVIS,BETA_BLOCKER,CARDIOVASCULAR,true,false,false,false,,42.89,36.46,30.02,30,ML,1992-07-23,true
89438-0177-11,Hydpril,hydpril,20mg,TABLET,ORAL,SANDOZ,MUSCLE_RELAXANT,PAIN_MANAGEMENT,true,false,false,false,,19.33,16.43,13.53,90,EA,1997-07-10,true
74200-0178-84,Levtidine,levtidine,50mg,CAPSULE,ORAL,SUN_PHARMA,ACNE_TREATMENT,DERMATOLOGY,true,false,false,false,,3.64,3.09,2.55,30,EA,1980-08-14,true
69262-0179-89,Hepaduo,parzolam,0.5%,CREAM,ORAL,BOEHRINGER_INGELHEIM,HORMONE_THERAPY,ONCOLOGY,false,true,false,false,,147.48,120.93,,45,ML,2024-07-11,true
50745-0180-31,Metstatin,metstatin,250mg,TABLET,ORAL,AUROBINDO,ACE_INHIBITOR,CARDIOVASCULAR,true,false,false,false,,16.45,13.98,11.51,60,EA,1999-06-09,true
99148-0181-87,Metvir,metvir,10mg,CAPSULE,ORAL,TEVA,ANTIPSYCHOTIC,CNS,true,false,false,false,,28.54,24.26,19.98,90,EA,2023-06-20,true
34016-0182-08,Tamtidine,tamtidine,10mg,TABLET,ORAL,ZYDUS,PSORIASIS_TREATMENT,DERMATOLOGY,true,false,false,false,,48.79,41.47,34.15,30,EA,2016-10-13,true
19150-0183-09,Ciptidine,ciptidine,250mg/ml,INJECTION,ORAL,ZYDUS,ANTIPSYCHOTIC,CNS,true,false,false,false,,36.58,31.09,25.61,5,ML,1995-06-02,true
08351-0184-28,Benpril,benpril,50mg/5ml,SOLUTION,TOPICAL,ZYDUS,ED_TREATMENT,UROLOGY,true,false,false,false,,47.82,40.65,33.47,480,ML,2019-06-28,true
64694-0185-55,Simtriptan,simtriptan,100mg,SUPPOSITORY,INHALATION,MYLAN,DIURETIC,CARDIOVASCULAR,true,false,false,false,,14.67,12.47,10.27,50,ML,2008-06-09,true
88599-0186-41,Omtriptan,omtriptan,500mg/5ml,SUSPENSION,ORAL,ZYDUS,NSAID,PAIN_MANAGEMENT,true,false,false,false,,42.76,36.35,29.93,150,ML,2006-02-13,false
38342-0187-12,Bioplus,cipcycline,20mg,CAPSULE,ORAL,ROCHE,ANTIEMETIC,GASTROINTESTINAL,false,true,false,false,,108.24,88.76,,30,EA,2008-02-22,true
45943-0188-64,Flextri,vencycline,100mg,CAPSULE,ORAL,ELI_LILLY,VITAMIN,OTHER,false,true,false,false,,304.88,250.00,,30,EA,1999-07-03,true
90670-0189-79,Seropro,tamcillin,5mg,TABLET,ORAL,SANOFI,IMMUNOSUPPRESSANT,IMMUNOLOGY,false,true,false,false,,400.68,328.56,,100,EA,1999-07-18,true
54202-0190-21,Difloxacin,difloxacin,0.1%,OINTMENT,ORAL,AUROBINDO,DPP4_INHIBITOR,DIABETES,true,false,false,false,,28.87,24.54,20.21,60,ML,1990-09-28,true
45210-0191-60,Benvir,benvir,75mg,CAPSULE,ORAL,CIPLA,SULFONYLUREA,DIABETES,true,false,false,false,,43.49,36.97,30.44,90,EA,2008-01-24,true
91336-0192-08,Cefprazole,cefprazole,40mg,TABLET,ORAL,SUN_PHARMA,NSAID,PAIN_MANAGEMENT,true,false,false,false,,40.36,34.31,28.25,30,EA,1985-01-13,true
11552-0193-82,Vartidine,vartidine,25mg,TABLET,ORAL,SANDOZ,DECONGESTANT,RESPIRATORY,true,false,false,false,,34.28,29.14,24.00,100,EA,1990-02-24,true
16208-0194-28,Ibucillin,ibucillin,150mg,CAPSULE,TOPICAL,ZYDUS,ACE_INHIBITOR,CARDIOVASCULAR,true,false,false,false,,15.83,13.46,11.08,90,EA,2024-09-23,true
98943-0195-22,Levcycline,levcycline,250mg,TABLET,ORAL,ZYDUS,ACE_INHIBITOR,CARDIOVASCULAR,true,false,false,false,,35.59,30.25,24.91,60,EA,1983-01-16,true
66712-0196-68,Zymoquad,zoltriptan,500mg/5ml,SUSPENSION,OPHTHALMIC,SANOFI,FLUOROQUINOLONE,ANTIBIOTICS,false,true,false,false,,455.42,373.44,,150,ML,2010-02-22,true
87439-0197-55,Ibuzolam,ibuzolam,10mg,TABLET,INJECTION,LUPIN,THYROID,ENDOCRINE,true,false,false,false,,2.60,2.21,1.82,500,EA,2015-03-18,true
73442-0198-53,Ibusartan,ibusartan,250mg/ml,INJECTION,ORAL,AUROBINDO,THYROID,ENDOCRINE,true,false,false,false,,12.87,10.94,9.01,5,ML,1993-02-03,true
54615-0199-50,Renala,fluolol,40mg,CAPSULE,ORAL,ELI_LILLY,BETA_BLOCKER,CARDIOVASCULAR,false,true,false,false,,333.84,273.75,,500,EA,1995-01-06,true
75507-0200-79,Cefsartan,cefsartan,50mg,CAPSULE,ORAL,TEVA,PSORIASIS_TREATMENT,DERMATOLOGY,true,false,false,false,,48.71,41.40,34.10,30,EA,2021-05-15,true
94497-0201-01,Gabfloxacin,gabfloxacin,2%,OINTMENT,ORAL,LUPIN,CEPHALOSPORIN,ANTIBIOTICS,true,false,false,false,,31.57,26.83,22.10,15,ML,2010-09-06,true
57383-0202-75,Clocycline,clocycline,5mg/5ml,SOLUTION,ORAL,ZYDUS,METFORMIN,DIABETES,true,false,false,false,,12.82,10.90,8.97,100,ML,2013-08-25,true
97969-0203-37,Sertidine,sertidine,5mg,TABLET,INJECTION,ACTAVIS,ANTIFUNGAL,DERMATOLOGY,true,false,false,false,,38.59,32.80,27.01,100,EA,1997-03-02,true
19604-0204-44,Divir,divir,40mg,TABLET,ORAL,DR_REDDY,BETA_BLOCKER,CARDIOVASCULAR,true,false,false,false,,41.97,35.67,29.38,90,EA,1988-08-12,true
70684-0205-19,Hydstatin,hydstatin,250mg,TABLET,INJECTION,ZYDUS,SUPPLEMENT,OTHER,true,false,false,false,,10.05,8.54,7.04,90,EA,2000-10-09,true
42180-0206-99,Varcillin,varcillin,25mg,TABLET,INHALATION,AUROBINDO,HORMONE_REPLACEMENT,ENDOCRINE,true,false,false,false,,24.27,20.63,16.99,500,EA,2008-11-11,true
97080-0207-12,Ibusartan,ibusartan,75mg,CAPSULE,ORAL,ZYDUS,BIOLOGIC,IMMUNOLOGY,true,false,false,false,,7.86,6.68,5.50,90,EA,2012-11-10,true
61435-0208-21,Gabpril,gabpril,10mg,TABLET,ORAL,AUROBINDO,VITAMIN,OTHER,true,false,false,false,,42.30,35.95,29.61,90,EA,2015-03-19,true
29775-0209-14,Napcycline,napcycline,40mg,TABLET,ORAL,ZYDUS,PENICILLIN,ANTIBIOTICS,true,false,false,false,,47.02,39.97,32.91,500,EA,1999-07-03,true
91569-0210-18,Cloolol,cloolol,500mg,TABLET,ORAL,ZYDUS,DECONGESTANT,RESPIRATORY,true,false,false,false,,29.55,25.12,20.68,60,EA,2011-06-09,true
07578-0211-92,Predzolam,predzolam,200mg,CAPSULE,ORAL,SUN_PHARMA,ANTIPARASITIC,OTHER,true,false,false,false,,26.53,22.55,18.57,60,EA,1984-04-25,true
22562-0212-05,Clodipine,clodipine,100mg/5ml,SOLUTION,ORAL,ZYDUS,ANTIPSYCHOTIC,CNS,true,false,false,false,,23.90,20.31,16.73,240,ML,2024-06-18,true
68226-0213-02,Ceftriptan,ceftriptan,0.5%,CREAM,ORAL,ACTAVIS,PENICILLIN,ANTIBIOTICS,true,false,false,false,,11.72,9.96,8.20,30,ML,1991-07-06,true
40211-0214-49,Doxzolam,doxzolam,5mg,TABLET,ORAL,CIPLA,STATIN,CARDIOVASCULAR,true,false,false,false,,25.79,21.92,18.05,90,EA,1999-08-03,true
47782-0215-37,Neurosr,simtidine,40mg,CAPSULE,ORAL,NOVARTIS,HORMONE_REPLACEMENT,ENDOCRINE,false,true,false,false,,144.92,118.83,,500,EA,2001-11-08,true
66002-0216-08,Dizolam,dizolam,100mg/ml,INJECTION,ORAL,DR_REDDY,SGLT2_INHIBITOR,DIABETES,true,false,false,false,,10.25,8.71,7.17,5,ML,2000-02-25,true
91592-0217-65,Parvir,parvir,40mg,TABLET,TOPICAL,TEVA,ACNE_TREATMENT,DERMATOLOGY,true,false,false,false,,40.83,34.71,28.58,500,EA,2015-01-16,true
80059-0218-32,Vartriptan,vartriptan,200mg,CAPSULE,ORAL,MYLAN,ANTIVIRAL,OTHER,true,false,false,false,,26.69,22.69,18.68,60,EA,2011-11-16,false
85396-0219-46,Varolol,varolol,100mg,CAPSULE,ORAL,CIPLA,H2_BLOCKER,GASTROINTESTINAL,true,false,false,false,,21.12,17.95,14.78,100,EA,2024-03-04,true
78081-0220-76,Amolol,amolol,10mg,TABLET,ORAL,DR_REDDY,PPI,GASTROINTESTINAL,true,false,false,false,,28.10,23.89,19.67,500,EA,2000-01-12,true
01618-0221-41,Mediduo,doxvir,100mg,CAPSULE,ORAL,NOVARTIS,ACE_INHIBITOR,CARDIOVASCULAR,false,true,false,false,,199.34,163.46,,30,EA,2005-04-17,true
42334-0222-90,Serdipine,serdipine,100mg,CAPSULE,ORAL,AUROBINDO,TETRACYCLINE,ANTIBIOTICS,true,false,false,false,,30.44,25.87,21.31,90,EA,1988-11-16,true
89764-0223-10,Neuroshield,sersartan,0.5%,CREAM,INJECTION,MERCK,NSAID,PAIN_MANAGEMENT,false,true,false,false,,82.43,67.59,,30,ML,2002-05-01,true
20724-0224-19,Flexxr,partriptan,5%,OINTMENT,ORAL,JOHNSON_JOHNSON,ANTIPARASITIC,OTHER,false,true,false,false,,377.66,309.68,,30,ML,1992-09-11,true
27427-0225-42,Hydtriptan,hydtriptan,40mg,CAPSULE,ORAL,SUN_PHARMA,STATIN,CARDIOVASCULAR,true,false,false,false,,26.74,22.73,18.72,90,EA,1991-11-28,true
07239-0226-12,Proazole,proazole,10mg,TABLET,ORAL,SANDOZ,PENICILLIN,ANTIBIOTICS,true,false,false,false,,28.28,24.04,19.80,100,EA,1999-08-13,true
18555-0227-76,Azsartan,azsartan,10mg/5ml,SOLUTION,ORAL,MYLAN,BETA_BLOCKER,CARDIOVASCULAR,true,false,false,false,,42.14,35.82,29.50,480,ML,1980-05-28,true
84672-0228-53,Ketoguard,diprazole,20mg,TABLET,ORAL,ASTRAZENECA,STATIN,CARDIOVASCULAR,false,true,false,false,,441.93,362.38,,100,EA,2024-11-24,true
71059-0229-76,Diolol,diolol,75mg,CAPSULE,TOPICAL,SANDOZ,PPI,GASTROINTESTINAL,true,false,false,false,,49.72,42.26,34.80,60,EA,1999-01-19,true
52060-0230-19,Flexla,levsartan,20mg,TABLET,ORAL,MERCK,TETRACYCLINE,ANTIBIOTICS,false,true,false,false,,156.65,128.45,,90,EA,2006-10-14,true
03039-0231-40,Doxzolam,doxzolam,50mg,CAPSULE,ORAL,LUPIN,STIMULANT,CNS,true,false,false,true,IV,24.46,20.79,17.12,90,EA,1999-01-15,true
74405-0232-93,Doxprazole,doxprazole,75mg,CAPSULE,ORAL,DR_REDDY,STIMULANT,CNS,true,false,false,false,,46.79,39.77,32.75,500,EA,1991-08-02,true
80270-0233-81,Warvir,warvir,100mg/5ml,SOLUTION,ORAL,SANDOZ,TETRACYCLINE,ANTIBIOTICS,true,false,false,false,,4.47,3.80,3.13,100,ML,2004-10-20,true
60921-0234-60,Venolol,venolol,100mg/5ml,SOLUTION,ORAL,CIPLA,SUPPLEMENT,OTHER,true,false,false,false,,45.29,38.50,31.70,240,ML,2007-05-08,true
88419-0235-51,Ketpril,ketpril,25mg,CAPSULE,ORAL,AUROBINDO,TARGETED_THERAPY,ONCOLOGY,true,false,false,false,,7.98,6.78,5.59,90,EA,2016-03-08,true
67626-0236-89,Flustatin,flustatin,125mg/5ml,SUSPENSION,INJECTION,AUROBINDO,STATIN,CARDIOVASCULAR,true,false,false,false,,31.17,26.49,21.82,200,ML,1994-07-15,true
46180-0237-60,Medishield,azolol,1%,OINTMENT,ORAL,PFIZER,FLUOROQUINOLONE,ANTIBIOTICS,false,true,false,false,,456.53,374.35,,45,ML,2010-11-18,true
50241-0238-62,Cloazole,cloazole,100mg,CAPSULE,ORAL,ZYDUS,DPP4_INHIBITOR,DIABETES,true,false,false,false,,26.48,22.51,18.54,60,EA,1999-12-25,true
76438-0239-16,Omprazole,omprazole,5mg,TABLET,ORAL,ACTAVIS,TOPICAL_ANALGESIC,PAIN_MANAGEMENT,true,false,false,false,,42.47,36.10,29.73,60,EA,1987-08-15,true
70493-0240-38,Parsartan,parsartan,25mg/5ml,SOLUTION,ORAL,SANDOZ,HORMONE_REPLACEMENT,ENDOCRINE,true,false,false,false,,12.63,10.74,8.84,240,ML,1982-09-25,true
65752-0241-69,Venfloxacin,venfloxacin,100mg,TABLET,TOPICAL,CIPLA,MACROLIDE,ANTIBIOTICS,true,false,false,false,,5.60,4.76,3.92,500,EA,2010-07-11,true
68835-0242-77,Aztriptan,aztriptan,0.1%,OINTMENT,ORAL,AUROBINDO,PPI,GASTROINTESTINAL,true,false,false,false,,25.19,21.41,17.63,60,ML,2004-08-11,true
00527-0243-60,Simsartan,simsartan,250mg/ml,INJECTION,ORAL,ZYDUS,OPIOID,CNS,true,false,false,false,,4.83,4.11,3.38,5,ML,2005-09-17,true
83243-0244-74,Varsartan,varsartan,100mg,TABLET,ORAL,SUN_PHARMA,THYROID,ENDOCRINE,true,false,false,false,,41.00,34.85,28.70,30,EA,1987-08-19,true
08431-0245-78,Venpril,venpril,50mg,CAPSULE,ORAL,ZYDUS,PENICILLIN,ANTIBIOTICS,true,false,false,false,,6.23,5.30,4.36,100,EA,1998-06-07,true
60178-0246-36,Doxzolam,doxzolam,500mg,TABLET,TOPICAL,MYLAN,NSAID,PAIN_MANAGEMENT,true,false,false,false,,15.54,13.21,10.88,500,EA,1991-03-01,true
26976-0247-69,Cardicare,warazole,25mg/ml,INJECTION,ORAL,AMGEN,NSAID,PAIN_MANAGEMENT,false,true,false,false,,383.87,314.77,,25,ML,2004-02-19,true
01742-0248-06,Sertriptan,sertriptan,5mg,TABLET,INJECTION,ACTAVIS,ANTI_INFLAMMATORY_EYE,OPHTHALMOLOGY,true,false,false,false,,12.67,10.77,8.87,30,EA,2008-07-05,false
36881-0249-39,Gabsartan,gabsartan,50mg,CAPSULE,ORAL,MYLAN,ANTI_INFLAMMATORY_EYE,OPHTHALMOLOGY,true,false,false,false,,21.90,18.61,15.33,100,EA,1983-02-19,true
53108-0250-10,Cipvir,cipvir,50mg/5ml,SOLUTION,ORAL,SUN_PHARMA,STATIN,CARDIOVASCULAR,true,false,false,false,,30.88,26.25,21.62,480,ML,1989-05-04,true
03438-0251-30,Tamvir,tamvir,5%,CREAM,ORAL,MYLAN,ANTIHISTAMINE,RESPIRATORY,true,false,false,false,,7.84,6.66,5.49,60,ML,1987-01-08,true
42266-0252-88,Riszolam,riszolam,40mg,CAPSULE,ORAL,LUPIN,FLUOROQUINOLONE,ANTIBIOTICS,true,false,false,false,,18.91,16.07,13.24,500,EA,1982-07-27,true
05902-0253-29,Varstatin,varstatin,100mg,TABLET,OPHTHALMIC,SANDOZ,TETRACYCLINE,ANTIBIOTICS,true,false,false,false,,33.38,28.37,23.37,500,EA,2013-10-08,true
53565-0254-82,Cipdipine,cipdipine,25mg,TABLET,ORAL,ACTAVIS,STATIN,CARDIOVASCULAR,true,false,false,false,,48.23,41.00,33.76,500,EA,1998-06-26,true
47084-0255-47,Medipro,valdipine,100mcg/hr,PATCH,ORAL,MERCK,ACNE_TREATMENT,DERMATOLOGY,false,true,false,false,,37.10,30.42,,30,ML,2007-02-12,true
43009-0256-60,Amvir,amvir,20mg,TABLET,ORAL,ZYDUS,LAXATIVE,GASTROINTESTINAL,true,false,false,false,,12.60,10.71,8.82,60,EA,2023-05-22,true
96542-0257-74,Meditri,valtriptan,25mg,TABLET,INHALATION,SANOFI,BIOLOGIC,IMMUNOLOGY,false,true,false,false,,441.23,361.81,,100,EA,2023-04-24,true
73024-0258-44,Xenoer,profloxacin,75mg,CAPSULE,ORAL,BRISTOL_MYERS_SQUIBB,OSTEOPOROSIS,ENDOCRINE,false,true,false,false,,179.91,147.53,,90,EA,1993-08-28,true
56706-0259-75,Theratri,hydcillin,100mg/5ml,SOLUTION,ORAL,BOEHRINGER_INGELHEIM,LAXATIVE,GASTROINTESTINAL,false,true,false,false,,238.25,195.36,,120,ML,2017-02-11,true
95863-0260-96,Doxcillin,doxcillin,250mg/5ml,SUSPENSION,ORAL,ACTAVIS,TOPICAL_ANALGESIC,PAIN_MANAGEMENT,true,false,false,false,,0.21,0.18,0.15,100,ML,1989-11-23,true
66782-0261-44,Ketcycline,ketcycline,500mg,TABLET,ORAL,TEVA,BETA_BLOCKER,CARDIOVASCULAR,true,false,false,false,,1.16,0.99,0.81,100,EA,1983-11-21,true
44949-0262-95,Levstatin,levstatin,250mg/ml,INJECTION,INJECTION,DR_REDDY,ANTIPARASITIC,OTHER,true,false,false,false,,1.17,0.99,0.82,10,ML,1988-02-03,true
82663-0263-10,Seroguard,omolol,25mg/5ml,SOLUTION,ORAL,GLAXOSMITHKLINE,ANTICONVULSANT,CNS,false,true,false,false,,29.46,24.16,,120,ML,2004-03-08,true
15710-0264-16,Sertriptan,sertriptan,12mcg/hr,PATCH,ORAL,LUPIN,ED_TREATMENT,UROLOGY,true,false,false,false,,19.36,16.46,13.55,30,ML,2019-02-04,true
81376-0265-87,Valcillin,valcillin,50mg,SUPPOSITORY,ORAL,AUROBINDO,HORMONE_THERAPY,ONCOLOGY,true,false,false,false,,9.95,8.46,6.96,50,ML,2015-07-21,true
44581-0266-18,Vitaplex,warcycline,75mg,CAPSULE,ORAL,ROCHE,MACROLIDE,ANTIBIOTICS,false,true,false,false,,333.92,273.81,,60,EA,2007-06-19,true
43426-0267-80,Levzolam,levzolam,12mcg/hr,PATCH,ORAL,SUN_PHARMA,GLP1_AGONIST,DIABETES,true,false,false,false,,3.39,2.88,2.37,5,ML,1988-06-21,true
71403-0268-28,Doxolol,doxolol,40mg,TABLET,INHALATION,DR_REDDY,IMMUNOTHERAPY,ONCOLOGY,true,false,false,false,,12.70,10.79,8.89,60,EA,2016-01-27,true
96314-0269-92,Xenoer,zolzepam,5mg/5ml,SOLUTION,ORAL,GLAXOSMITHKLINE,STATIN,CARDIOVASCULAR,false,true,false,false,,219.71,180.16,,480,ML,2024-09-05,true
78681-0270-97,Venpril,venpril,5mg,TABLET,ORAL,CIPLA,ANXIOLYTIC,CNS,true,false,false,false,,48.14,40.92,33.70,90,EA,2014-08-02,true
04432-0271-25,Actier,gabvir,10mg/5ml,SOLUTION,ORAL,MERCK,OVERACTIVE_BLADDER,UROLOGY,false,true,false,false,,427.82,350.81,,480,ML,2008-12-12,true
70290-0272-86,Ketstatin,ketstatin,25mg/5ml,SOLUTION,ORAL,DR_REDDY,PSORIASIS_TREATMENT,DERMATOLOGY,true,false,false,false,,22.40,19.04,15.68,100,ML,2004-03-20,true
82907-0273-51,Omzolam,omzolam,90mcg,INHALER,ORAL,ACTAVIS,LAXATIVE,GASTROINTESTINAL,true,false,false,false,,26.07,22.16,18.25,1,ML,1994-12-25,true
30190-0274-67,Immunoplex,enprazole,20mg,TABLET,ORAL,GLAXOSMITHKLINE,ACE_INHIBITOR,CARDIOVASCULAR,false,true,false,false,,496.83,407.40,,30,EA,2021-02-11,true
88557-0275-46,Simdipine,simdipine,75mg,CAPSULE,TOPICAL,MYLAN,BRONCHODILATOR,RESPIRATORY,true,false,false,false,,10.92,9.28,7.64,90,EA,2004-02-28,true
56458-0276-16,Cipdipine,cipdipine,50mg/5ml,SOLUTION,OTIC,TEVA,TOPICAL_ANALGESIC,PAIN_MANAGEMENT,true,false,false,false,,12.36,10.51,8.65,120,ML,1989-04-21,true
79189-0277-46,Metsartan,metsartan,25mcg/hr,PATCH,ORAL,ZYDUS,BETA_BLOCKER,CARDIOVASCULAR,true,false,false,false,,29.64,25.19,20.75,5,ML,1999-04-08,true
57616-0278-17,Napcillin,napcillin,50mg,TABLET,ORAL,ACTAVIS,ANTICOAGULANT,CARDIOVASCULAR,true,false,false,false,,16.52,14.04,11.56,30,EA,2003-06-25,true
64059-0279-88,Xenood,omvir,100mg,CAPSULE,ORAL,GLAXOSMITHKLINE,LAXATIVE,GASTROINTESTINAL,false,true,false,false,,461.88,378.74,,500,EA,1995-06-20,true
64201-0280-30,Propril,propril,25mg,CAPSULE,ORAL,ACTAVIS,ANTICOAGULANT,CARDIOVASCULAR,true,false,false,false,,16.23,13.80,11.36,100,EA,2000-04-19,true
28575-0281-79,Simpril,simpril,500mg,TABLET,ORAL,DR_REDDY,GLAUCOMA,OPHTHALMOLOGY,true,false,false,false,,2.89,2.46,2.02,60,EA,1988-11-15,true
90221-0282-59,Metpril,metpril,12mcg/hr,PATCH,ORAL,SUN_PHARMA,PENICILLIN,ANTIBIOTICS,true,false,false,false,,17.90,15.21,12.53,30,ML,1981-03-03,true
